653102|4501.5|Foil|1|3
653094|8499.0|Foil|2|3
653114|none|-|0|0
653098|49000.0|Foil|2|4
653104|2201.49|Foil|3|4
653110|3600.69|Foil|3|4
653108|1998.5|Foil|3|5
653106|1602.23|Foil|3|3
653096|1100.0|Foil|4|5
653112|1450.0|Foil|5|5
653116|999.99|Foil|7|9
653100|805.98|Foil|7|8
664913|5000.99|Foil|7|9
664930|2597.99|Foil|9|9
664938|2499.99|Foil|2|3
666783|1146.48|Foil|5|8
668213|1300.99|Foil|5|7
668211|1000.0|Foil|4|6
666469|800.0|Foil|3|5
666787|701.0|Foil|4|8
664941|621.49|Foil|7|9
668215|725.99|Foil|9|11
665645|491.0|Foil|9|11
668208|597.98|Foil|5|6
684506|2999.95|Foil|3|4
685609|1449.99|Foil|5|8
685522|1000.0|Foil|4|4
685607|899.99|Foil|6|6
685524|1349.99|Foil|4|4
685525|719.99|Foil|11|12
685605|590.0|Foil|10|10
684502|750.0|Foil|9|9
684521|575.0|Foil|8|8
685526|659.99|Foil|12|12
684210|574.94|Foil|10|11
684504|701.31|Foil|5|7
709668|3501.48|Foil|6|6
709666|1252.99|Foil|9|11
709667|995.99|Foil|12|13
709103|1398.0|Foil|9|9
709669|1100.0|Foil|5|5
709304|672.0|Foil|9|9
709102|495.0|Foil|12|12
708197|446.27|Foil|17|18
708198|449.99|Foil|16|17
653101|389.98|Foil|38|51
653093|316.94|Foil|23|35
653109|172.0|Foil|21|30
653113|182.0|Foil|18|24
653097|131.99|Foil|30|39
653103|130.99|Foil|28|32
653111|109.0|Foil|29|34
653115|86.3|Foil|31|41
653105|81.0|Foil|32|47
653107|87.98|Foil|20|26
653095|64.35|Foil|26|40
653099|60.99|Foil|40|44
664881|701.99|Foil|10|15
664929|299.95|Foil|9|12
664937|273.95|Foil|18|22
668212|189.99|Foil|25|32
664882|210.99|Foil|15|22
666784|147.98|Foil|20|25
665134|116.0|Foil|19|23
666781|124.99|Foil|10|11
665133|159.97|Foil|17|22
666780|100.0|Foil|24|28
664931|106.97|Foil|25|32
664940|87.0|Foil|22|29
666465|99.98|Foil|9|11
666468|83.24|Foil|18|21
666788|80.2|Foil|24|28
668210|63.98|Foil|32|34
664933|71.0|Foil|18|20
666785|70.95|Foil|25|37
666789|63.99|Foil|33|38
668214|70.68|Foil|20|22
666779|67.0|Foil|20|25
666782|62.57|Foil|20|29
664944|50.99|Foil|38|46
666467|54.96|Foil|20|28
664932|59.48|Foil|18|23
666786|51.98|Foil|29|39
668209|54.98|Foil|21|24
664883|45.98|Foil|27|33
664942|48.48|Foil|44|51
665644|41.31|Foil|28|34
685925|2802.5|Foil|7|7
684505|234.99|Foil|15|19
684632|221.75|Foil|15|17
684633|182.0|Foil|33|37
685608|129.0|Foil|26|30
684628|128.95|Foil|36|42
684635|106.39|Foil|54|63
684638|120.0|Foil|47|50
684636|108.99|Foil|25|30
685603|150.99|Foil|12|13
685606|100.0|Foil|26|27
685604|100.15|Foil|15|18
685521|74.99|Foil|22|23
684501|81.45|Foil|9|10
685602|68.98|Foil|34|37
684507|96.49|Foil|11|13
684503|72.48|Foil|14|15
684517|55.0|Foil|15|16
685527|43.99|Foil|24|25
706095|440.93|Foil|13|15
706033|298.5|Foil|17|17
706111|230.5|Foil|23|23
707626|209.99|Foil|17|17
706059|191.53|Foil|11|12
707650|234.69|Foil|12|12
706014|179.5|Foil|12|14
707627|187.98|Foil|20|20
707646|141.99|Foil|16|16
706047|123.69|Foil|34|34
706091|141.49|Foil|9|11
707660|114.9|Foil|18|18
706118|126.95|Foil|19|23
706029|98.95|Foil|35|37
706039|110.25|Foil|23|23
706061|107.22|Foil|9|9
707655|98.0|Foil|23|23
707631|88.99|Foil|32|32
706046|95.29|Foil|14|16
707693|85.24|Foil|21|21
707658|85.35|Foil|16|17
706024|74.5|Foil|22|22
706119|75.49|Foil|23|23
707678|77.36|Foil|20|20
707675|68.75|Foil|29|30
706123|63.0|Foil|34|35
706009|60.46|Foil|29|29
707662|62.95|Foil|18|19
707607|55.99|Foil|45|46
706052|61.03|Foil|11|11
707687|56.74|Foil|20|20
